session_id,doc_variant,query_text,docnos,tfidf_terms,evidence
0e843d35dd1893ccc26b00ab27189a4a,contrastive,theories about meco waste and coconut shell,"{'rel': ['300357083', '44673882', '232139972'], 'non_rel': ['291148084', '301534577', '40068115', '283172875']}","{'rel': 'charcoal (0.190), concrete (0.137), sand (0.124), briquettes (0.122), cocodust (0.099)', 'non_rel': 'fiber (0.091), industry (0.086), concrete (0.078), asr (0.078), coconut apple (0.075)'}","Search query:
theories about meco waste and coconut shell

Important TF-IDF terms extracted from pseudo-relevant documents:
charcoal (0.190), concrete (0.137), sand (0.124), briquettes (0.122), cocodust (0.099)

Important TF-IDF terms extracted from non-relevant documents:
fiber (0.091), industry (0.086), concrete (0.078), asr (0.078), coconut apple (0.075)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
c7f4279af1b23758d6477607a2bbcefa,contrastive,balance in business profit and environmental sustainability,"{'rel': ['290848339', '301572243', '156006580'], 'non_rel': ['312373365', '291509959', '308839902', '301788513']}","{'rel': 'csr (0.122), profitability (0.104), pillars (0.100), practices (0.099), balancing (0.085)', 'non_rel': 'carbon (0.161), line (0.100), environmental performance (0.093), performance (0.093), profitability (0.093)'}","Search query:
balance in business profit and environmental sustainability

Important TF-IDF terms extracted from pseudo-relevant documents:
csr (0.122), profitability (0.104), pillars (0.100), practices (0.099), balancing (0.085)

Important TF-IDF terms extracted from non-relevant documents:
carbon (0.161), line (0.100), environmental performance (0.093), performance (0.093), profitability (0.093)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
0da32d60e3d3eb1c1ac82963dd1c3b57,contrastive,vitamin b12,"{'rel': ['128421706', '162806623', '70960302'], 'non_rel': ['162388104', '86046786', '70976109', '302773492']}","{'rel': 'infants (0.142), total vitamin (0.134), homocysteine (0.118), total (0.114), mothers (0.095)', 'non_rel': 'deficiency (0.116), patients (0.109), b12 deficiency (0.092), placental (0.075), delivery (0.070)'}","Search query:
vitamin b12

Important TF-IDF terms extracted from pseudo-relevant documents:
infants (0.142), total vitamin (0.134), homocysteine (0.118), total (0.114), mothers (0.095)

Important TF-IDF terms extracted from non-relevant documents:
deficiency (0.116), patients (0.109), b12 deficiency (0.092), placental (0.075), delivery (0.070)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
34d9a1bb0ba98481c5cc096ca817b7b2,contrastive,virtual tour,"{'rel': ['84130993', '2728059', '70332348'], 'non_rel': ['301570828', '76938098', '31636123', '305642897']}","{'rel': 'building (0.162), tours (0.157), virtual tour (0.134), virtual tours (0.130), person (0.105)', 'non_rel': 'vt (0.102), archaeological (0.085), new (0.080), ct (0.074), pet (0.074)'}","Search query:
virtual tour

Important TF-IDF terms extracted from pseudo-relevant documents:
building (0.162), tours (0.157), virtual tour (0.134), virtual tours (0.130), person (0.105)

Important TF-IDF terms extracted from non-relevant documents:
vt (0.102), archaeological (0.085), new (0.080), ct (0.074), pet (0.074)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
ecf8a42af61b9c2e9a23365128390266,contrastive,the psychological factor affecting student entrepreneur,"{'rel': ['304895508', '304882285', '167728301'], 'non_rel': ['298712964', '298713085', '312808255', '301147785']}","{'rel': 'entrepreneurs (0.177), hope (0.143), migrant (0.133), success (0.133), entrepreneurial success (0.114)', 'non_rel': 'financial (0.184), market (0.180), transition (0.155), beliefs (0.155), market transition (0.155)'}","Search query:
the psychological factor affecting student entrepreneur

Important TF-IDF terms extracted from pseudo-relevant documents:
entrepreneurs (0.177), hope (0.143), migrant (0.133), success (0.133), entrepreneurial success (0.114)

Important TF-IDF terms extracted from non-relevant documents:
financial (0.184), market (0.180), transition (0.155), beliefs (0.155), market transition (0.155)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
bde93b8e8293890c7cbf1a42fbfede2b,contrastive,green roof,"{'rel': ['10960712', '293420956', '22466824'], 'non_rel': ['302847549', '309088114', '74224867', '291423938']}","{'rel': 'systems (0.108), critical (0.102), energy (0.092), roof systems (0.089), modular green (0.089)', 'non_rel': 'roof (0.104), water (0.088), urban (0.086), building (0.070), temperature (0.068)'}","Search query:
green roof

Important TF-IDF terms extracted from pseudo-relevant documents:
systems (0.108), critical (0.102), energy (0.092), roof systems (0.089), modular green (0.089)

Important TF-IDF terms extracted from non-relevant documents:
roof (0.104), water (0.088), urban (0.086), building (0.070), temperature (0.068)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
6d8e8990e464b9bfbe52609cd40ac00b,contrastive,political science,"{'rel': ['11451177', '151060569', '83523983'], 'non_rel': ['275704218', '5250299', '2709765', '21012273']}","{'rel': 'meanings (0.134), studies (0.107), science studies (0.107), century (0.103), history (0.091)', 'non_rel': 'frank (0.102), journals (0.102), conspiracy (0.090), political science (0.087), related (0.077)'}","Search query:
political science

Important TF-IDF terms extracted from pseudo-relevant documents:
meanings (0.134), studies (0.107), science studies (0.107), century (0.103), history (0.091)

Important TF-IDF terms extracted from non-relevant documents:
frank (0.102), journals (0.102), conspiracy (0.090), political science (0.087), related (0.077)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
9c64c59a7a6aadb5f0ec8252e0df99aa,contrastive,mnemonic device agent based modeling,"{'rel': ['9129538', '2384057', '275535789'], 'non_rel': ['296450824', '309373275', '300926312', '55530981']}","{'rel': 'words (0.154), recall (0.107), mnemonic devices (0.091), devices (0.091), concrete (0.091)', 'non_rel': 'model (0.173), training (0.145), eavesdroppers (0.104), model training (0.104), deceptive (0.104)'}","Search query:
mnemonic device agent based modeling

Important TF-IDF terms extracted from pseudo-relevant documents:
words (0.154), recall (0.107), mnemonic devices (0.091), devices (0.091), concrete (0.091)

Important TF-IDF terms extracted from non-relevant documents:
model (0.173), training (0.145), eavesdroppers (0.104), model training (0.104), deceptive (0.104)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
785b9784a0ed573bc3e4c38addb767f5,contrastive,How can hands on projects and simulations be combined to maximize physics critical thinking,"{'rel': ['289893538', '8643139', '289490820'], 'non_rel': ['299728546', '9015550', '45146439', '173223536']}","{'rel': 'students (0.110), stem (0.109), education (0.107), learning (0.093), critical thinking (0.086)', 'non_rel': 'research (0.098), critical thinking (0.088), thinking (0.088), critical (0.088), learning (0.087)'}","Search query:
How can hands on projects and simulations be combined to maximize physics critical thinking

Important TF-IDF terms extracted from pseudo-relevant documents:
students (0.110), stem (0.109), education (0.107), learning (0.093), critical thinking (0.086)

Important TF-IDF terms extracted from non-relevant documents:
research (0.098), critical thinking (0.088), thinking (0.088), critical (0.088), learning (0.087)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
5de7dd868fe0c5a2930a2ab347ec4fbf,contrastive,community policing,"{'rel': ['40103284', '70340656', '85168091'], 'non_rel': ['302559657', '305743758', '301542221', '8059002']}","{'rel': 'nigeria (0.128), initiatives (0.119), policing initiatives (0.106), development (0.096), security (0.096)', 'non_rel': 'reform (0.092), violence (0.088), health (0.088), police violence (0.088), police reform (0.085)'}","Search query:
community policing

Important TF-IDF terms extracted from pseudo-relevant documents:
nigeria (0.128), initiatives (0.119), policing initiatives (0.106), development (0.096), security (0.096)

Important TF-IDF terms extracted from non-relevant documents:
reform (0.092), violence (0.088), health (0.088), police violence (0.088), police reform (0.085)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
fbe6a289dc137d81b5b0b768bffeb450,contrastive,effectiveness,"{'rel': ['304514157', '301272051', '42863264'], 'non_rel': ['304504291', '42659137', '295665713', '6431165']}","{'rel': 'testing (0.177), systems (0.162), effects (0.131), effect systems (0.127), direct (0.115)', 'non_rel': 'effect (0.166), agreement (0.128), processing (0.093), based (0.084), pricing (0.083)'}","Search query:
effectiveness

Important TF-IDF terms extracted from pseudo-relevant documents:
testing (0.177), systems (0.162), effects (0.131), effect systems (0.127), direct (0.115)

Important TF-IDF terms extracted from non-relevant documents:
effect (0.166), agreement (0.128), processing (0.093), based (0.084), pricing (0.083)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
ef3ddfa96d252a408f89cc5c977464e4,contrastive,Which feature of trial supported products most aids scalable adoption in understaffed settings,"{'rel': ['296706301', '44141605', '70959048'], 'non_rel': ['1130105', '291451365', '301847956', '300155135']}","{'rel': 'staffing (0.132), feature (0.129), pm (0.110), feature recognition (0.103), recognition (0.103)', 'non_rel': 'model (0.082), learning (0.072), drug (0.067), cade (0.052), different (0.052)'}","Search query:
Which feature of trial supported products most aids scalable adoption in understaffed settings

Important TF-IDF terms extracted from pseudo-relevant documents:
staffing (0.132), feature (0.129), pm (0.110), feature recognition (0.103), recognition (0.103)

Important TF-IDF terms extracted from non-relevant documents:
model (0.082), learning (0.072), drug (0.067), cade (0.052), different (0.052)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
6172609153797fcc6bb5c7a412a22a0b,contrastive,matatag curriculum,"{'rel': ['303965485', '301078262', '299793190'], 'non_rel': ['289494402', '289714994', '301354691', '313747523']}","{'rel': 'education (0.126), using (0.108), instruction matatag (0.094), instruction (0.094), differentiated instruction (0.094)', 'non_rel': 'pesantren (0.175), madrasah (0.125), implementation (0.106), pesantren based (0.100), based (0.100)'}","Search query:
matatag curriculum

Important TF-IDF terms extracted from pseudo-relevant documents:
education (0.126), using (0.108), instruction matatag (0.094), instruction (0.094), differentiated instruction (0.094)

Important TF-IDF terms extracted from non-relevant documents:
pesantren (0.175), madrasah (0.125), implementation (0.106), pesantren based (0.100), based (0.100)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
180b7026c3f14190c7aadabec96e1268,contrastive,impact of tiktok in students academic,"{'rel': ['173700934', '160947809', '168924576'], 'non_rel': ['160926574', '287581051', '302712876', '301422439']}","{'rel': 'sleep (0.131), usage (0.120), tiktok usage (0.120), media (0.119), sidoarjo (0.091)', 'non_rel': 'learning (0.144), speaking (0.140), test (0.110), social (0.085), social media (0.085)'}","Search query:
impact of tiktok in students academic

Important TF-IDF terms extracted from pseudo-relevant documents:
sleep (0.131), usage (0.120), tiktok usage (0.120), media (0.119), sidoarjo (0.091)

Important TF-IDF terms extracted from non-relevant documents:
learning (0.144), speaking (0.140), test (0.110), social (0.085), social media (0.085)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
d758afb29213ad1c04bf53c7bda2a3ad,contrastive,john webster satire duchess of malfi,"{'rel': ['66964492', '48211371', '8292080'], 'non_rel': ['46947668', '46946402', '296416133', '290578449']}","{'rel': 'tì (0.123), ìyálóde tì (0.103), ìyálóde (0.103), issues (0.086), attempts (0.084)', 'non_rel': 'natal (0.148), royal (0.116), highnesses (0.088), royal highnesses (0.088), la (0.085)'}","Search query:
john webster satire duchess of malfi

Important TF-IDF terms extracted from pseudo-relevant documents:
tì (0.123), ìyálóde tì (0.103), ìyálóde (0.103), issues (0.086), attempts (0.084)

Important TF-IDF terms extracted from non-relevant documents:
natal (0.148), royal (0.116), highnesses (0.088), royal highnesses (0.088), la (0.085)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
cca3dd5aa311bc7a728839dd6fa4321b,contrastive,What design choice helps scale short‑term participant benefits into sustained community‑level change,"{'rel': ['305754594', '312519204', '310320016'], 'non_rel': ['292264529', '302067621', '302818489', '2819432']}","{'rel': 'financial (0.095), food (0.093), climate (0.087), trailer (0.087), choice (0.087)', 'non_rel': 'asynchronous (0.178), experiments (0.119), experiment (0.089), delivery (0.089), remote (0.089)'}","Search query:
What design choice helps scale short‑term participant benefits into sustained community‑level change

Important TF-IDF terms extracted from pseudo-relevant documents:
financial (0.095), food (0.093), climate (0.087), trailer (0.087), choice (0.087)

Important TF-IDF terms extracted from non-relevant documents:
asynchronous (0.178), experiments (0.119), experiment (0.089), delivery (0.089), remote (0.089)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
3f0c797d1b9ad16c64d4e0ef3aeec05a,contrastive,academic stress,"{'rel': ['148938101', '10992357', '305149596'], 'non_rel': ['149980703', '275656718', '155488487', '309652034']}","{'rel': 'burnout (0.118), academic burnout (0.118), coping (0.109), social (0.100), academic resilience (0.100)', 'non_rel': 'subjective (0.096), nature (0.090), smartphone (0.086), physical (0.082), exercise (0.082)'}","Search query:
academic stress

Important TF-IDF terms extracted from pseudo-relevant documents:
burnout (0.118), academic burnout (0.118), coping (0.109), social (0.100), academic resilience (0.100)

Important TF-IDF terms extracted from non-relevant documents:
subjective (0.096), nature (0.090), smartphone (0.086), physical (0.082), exercise (0.082)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
21cae2e64e92320ca34161360b16d7c7,contrastive,war correspondent,"{'rel': ['60755187', '77844066', '85608554'], 'non_rel': ['147775912', '311208944', '63173850', '86837647']}","{'rel': 'women (0.208), new (0.101), zealand (0.101), new zealand (0.101), correspondents (0.094)', 'non_rel': 'thompson (0.082), belden (0.082), medical (0.068), henrietta (0.062), letter (0.062)'}","Search query:
war correspondent

Important TF-IDF terms extracted from pseudo-relevant documents:
women (0.208), new (0.101), zealand (0.101), new zealand (0.101), correspondents (0.094)

Important TF-IDF terms extracted from non-relevant documents:
thompson (0.082), belden (0.082), medical (0.068), henrietta (0.062), letter (0.062)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
646c9d86471ed8171432eb721b3adb7e,contrastive,blockchain,"{'rel': ['108812633', '305562393', '150255280'], 'non_rel': ['8030482', '305646204', '302880801', '8029050']}","{'rel': 'adoption (0.109), blockchain systems (0.100), systems (0.100), usage (0.089), intention (0.089)', 'non_rel': 'healthcare (0.114), socialist (0.111), environmental (0.072), potential (0.060), enterprises (0.060)'}","Search query:
blockchain

Important TF-IDF terms extracted from pseudo-relevant documents:
adoption (0.109), blockchain systems (0.100), systems (0.100), usage (0.089), intention (0.089)

Important TF-IDF terms extracted from non-relevant documents:
healthcare (0.114), socialist (0.111), environmental (0.072), potential (0.060), enterprises (0.060)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
cd8168171beff566fc1609c9dd080cd2,contrastive,How do local cultural liaisons and on site professionals interact to improve remote mental healthcare sustainability,"{'rel': ['4364356', '313092460', '30694206'], 'non_rel': ['150393230', '151246873', '291592379', '305639419']}","{'rel': 'interagency (0.131), mental (0.129), mental health (0.118), cultural (0.117), stroke (0.106)', 'non_rel': 'health (0.114), culture (0.112), mental (0.095), women (0.084), engineering (0.076)'}","Search query:
How do local cultural liaisons and on site professionals interact to improve remote mental healthcare sustainability

Important TF-IDF terms extracted from pseudo-relevant documents:
interagency (0.131), mental (0.129), mental health (0.118), cultural (0.117), stroke (0.106)

Important TF-IDF terms extracted from non-relevant documents:
health (0.114), culture (0.112), mental (0.095), women (0.084), engineering (0.076)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
214e0e6a764e36edddccb487e9412d52,contrastive,global warming,"{'rel': ['138381221', '2465011', '539860'], 'non_rel': ['62808620', '96620183', '147045421', '756656']}","{'rel': 'uncertainty (0.142), economic (0.106), economic development (0.104), development (0.104), warming economic (0.093)', 'non_rel': 'earth (0.099), crises (0.094), emissions (0.088), greenhouse (0.086), global crises (0.056)'}","Search query:
global warming

Important TF-IDF terms extracted from pseudo-relevant documents:
uncertainty (0.142), economic (0.106), economic development (0.104), development (0.104), warming economic (0.093)

Important TF-IDF terms extracted from non-relevant documents:
earth (0.099), crises (0.094), emissions (0.088), greenhouse (0.086), global crises (0.056)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
76792feec3056517ffbd2f3c6928b784,contrastive,harnessing wind energy,"{'rel': ['156005970', '127427279', '8766978'], 'non_rel': ['155176954', '305893995', '311301479', '291410901']}","{'rel': 'power (0.132), device (0.124), systems (0.111), energy systems (0.089), wind power (0.074)', 'non_rel': 'power (0.088), hydrogen (0.083), distribution (0.075), decomposition (0.063), taiwan (0.063)'}","Search query:
harnessing wind energy

Important TF-IDF terms extracted from pseudo-relevant documents:
power (0.132), device (0.124), systems (0.111), energy systems (0.089), wind power (0.074)

Important TF-IDF terms extracted from non-relevant documents:
power (0.088), hydrogen (0.083), distribution (0.075), decomposition (0.063), taiwan (0.063)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
5f5bdfe2819916c5252ef19275536204,contrastive,electromagnetic spectrum,"{'rel': ['863325', '169260881', '2384054'], 'non_rel': ['85871831', '310852107', '303961878', '310271637']}","{'rel': 'booklet (0.092), noise spectrum (0.090), noise (0.090), blackbody spectrum (0.082), blackbody (0.082)', 'non_rel': 'flare (0.075), atoms (0.074), signals (0.069), emission (0.068), energy (0.065)'}","Search query:
electromagnetic spectrum

Important TF-IDF terms extracted from pseudo-relevant documents:
booklet (0.092), noise spectrum (0.090), noise (0.090), blackbody spectrum (0.082), blackbody (0.082)

Important TF-IDF terms extracted from non-relevant documents:
flare (0.075), atoms (0.074), signals (0.069), emission (0.068), energy (0.065)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
adb15e7efac1c2c98a9e7c583f4bf050,contrastive,influence,"{'rel': ['299195759', '299267227', '276106832'], 'non_rel': ['300876834', '292065022', '303292782', '310270436']}","{'rel': 'marketing (0.185), influencer marketing (0.131), brand (0.118), egypt (0.099), equity (0.094)', 'non_rel': 'influence (0.124), awareness (0.110), influencer (0.099), brand (0.090), landscape (0.083)'}","Search query:
influence

Important TF-IDF terms extracted from pseudo-relevant documents:
marketing (0.185), influencer marketing (0.131), brand (0.118), egypt (0.099), equity (0.094)

Important TF-IDF terms extracted from non-relevant documents:
influence (0.124), awareness (0.110), influencer (0.099), brand (0.090), landscape (0.083)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
3b175cfd5b7ae22194d40af13f9a7ee7,contrastive,stand up comedy,"{'rel': ['7993700', '8150637', '12191321'], 'non_rel': ['295981483', '33377127', '313577107', '309907911']}","{'rel': 'live stand (0.181), audiences (0.140), arena stand (0.113), arena (0.113), life (0.088)', 'non_rel': 'nbsp (0.100), nbsp nbsp (0.083), stand (0.077), la (0.070), humor (0.066)'}","Search query:
stand up comedy

Important TF-IDF terms extracted from pseudo-relevant documents:
live stand (0.181), audiences (0.140), arena stand (0.113), arena (0.113), life (0.088)

Important TF-IDF terms extracted from non-relevant documents:
nbsp (0.100), nbsp nbsp (0.083), stand (0.077), la (0.070), humor (0.066)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
3fb37f11fe7ce75db465d18b9cc0705c,contrastive,How consistent are learning gains from a case focused instructional approach across different high schools,"{'rel': ['313295762', '292650209', '291471491'], 'non_rel': ['292517239', '295445634', '301569660', '297245401']}","{'rel': 'bilingual (0.130), students (0.119), arabic (0.098), creative (0.089), thinking (0.089)', 'non_rel': 'support (0.122), english (0.095), ai (0.092), kahoot (0.086), grammar (0.086)'}","Search query:
How consistent are learning gains from a case focused instructional approach across different high schools

Important TF-IDF terms extracted from pseudo-relevant documents:
bilingual (0.130), students (0.119), arabic (0.098), creative (0.089), thinking (0.089)

Important TF-IDF terms extracted from non-relevant documents:
support (0.122), english (0.095), ai (0.092), kahoot (0.086), grammar (0.086)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
c1b455cf331dc5b1058e63bf0dee8e14,contrastive,wind energy,"{'rel': ['10105308', '132373171', '308727780'], 'non_rel': ['8696601', '237685237', '296822247', '308963750']}","{'rel': 'eave (0.142), panel (0.113), project (0.091), rooftop (0.085), wind resource (0.084)', 'non_rel': 'offshore (0.097), market (0.085), offshore wind (0.085), inertial (0.079), kw (0.070)'}","Search query:
wind energy

Important TF-IDF terms extracted from pseudo-relevant documents:
eave (0.142), panel (0.113), project (0.091), rooftop (0.085), wind resource (0.084)

Important TF-IDF terms extracted from non-relevant documents:
offshore (0.097), market (0.085), offshore wind (0.085), inertial (0.079), kw (0.070)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
4880fdf7ff336b249af928cf93f43f0a,contrastive,peer pressure,"{'rel': ['14171829', '32871589', '63010407'], 'non_rel': ['309773002', '297684663', '309219076', '309231432']}","{'rel': 'adolescent (0.186), boys (0.093), gender (0.093), single (0.093), single gender (0.093)', 'non_rel': 'pc (0.169), review (0.169), peer review (0.113), freezing (0.103), junior (0.085)'}","Search query:
peer pressure

Important TF-IDF terms extracted from pseudo-relevant documents:
adolescent (0.186), boys (0.093), gender (0.093), single (0.093), single gender (0.093)

Important TF-IDF terms extracted from non-relevant documents:
pc (0.169), review (0.169), peer review (0.113), freezing (0.103), junior (0.085)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
2cec90ec702158ed195d56177d214a9e,contrastive,financial literacy,"{'rel': ['297353220', '293859596', '302692987'], 'non_rel': ['31448607', '68838730', '292692520', '41195117']}","{'rel': 'literacy financial (0.233), contributes (0.186), behaviors (0.140), oecd countries (0.093), countries (0.093)', 'non_rel': 'micro (0.113), relationship (0.102), behavior (0.091), population (0.087), literacy population (0.087)'}","Search query:
financial literacy

Important TF-IDF terms extracted from pseudo-relevant documents:
literacy financial (0.233), contributes (0.186), behaviors (0.140), oecd countries (0.093), countries (0.093)

Important TF-IDF terms extracted from non-relevant documents:
micro (0.113), relationship (0.102), behavior (0.091), population (0.087), literacy population (0.087)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
a0f8eaa665af3ffc3717c28c4834898a,contrastive,nursing management for neonate,"{'rel': ['274998599', '222193294', '173702620'], 'non_rel': ['297742699', '81781407', '302108960', '7354616']}","{'rel': 'review (0.152), pain (0.139), professionals (0.099), skin (0.081), care (0.076)', 'non_rel': 'nsi (0.097), care (0.093), kc (0.083), la (0.074), cent (0.073)'}","Search query:
nursing management for neonate

Important TF-IDF terms extracted from pseudo-relevant documents:
review (0.152), pain (0.139), professionals (0.099), skin (0.081), care (0.076)

Important TF-IDF terms extracted from non-relevant documents:
nsi (0.097), care (0.093), kc (0.083), la (0.074), cent (0.073)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
f4b02d3f35058a4d09ec206622895aa3,contrastive,outdoor advertising,"{'rel': ['2512624', '134116557', '70246945'], 'non_rel': ['294449583', '295664664', '291379999', '290796304']}","{'rel': 'outdoor advertising (0.192), outdoor advertisements (0.141), advertisements (0.141), рекламы (0.094), наружной рекламы (0.094)', 'non_rel': 'outdoor (0.197), outdoor sports (0.098), sports (0.098), learning (0.094), outdoor learning (0.082)'}","Search query:
outdoor advertising

Important TF-IDF terms extracted from pseudo-relevant documents:
outdoor advertising (0.192), outdoor advertisements (0.141), advertisements (0.141), рекламы (0.094), наружной рекламы (0.094)

Important TF-IDF terms extracted from non-relevant documents:
outdoor (0.197), outdoor sports (0.098), sports (0.098), learning (0.094), outdoor learning (0.082)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
131c00aafe71bd5de7aa945c760b925a,contrastive,graphic design,"{'rel': ['7960751', '9551032', '8293987'], 'non_rel': ['71348346', '24921500', '131054257', '80092199']}","{'rel': 'research (0.177), history (0.147), public (0.123), design history (0.114), design industry (0.082)', 'non_rel': 'graphic design (0.144), creativity (0.096), education (0.081), diversity (0.081), students (0.079)'}","Search query:
graphic design

Important TF-IDF terms extracted from pseudo-relevant documents:
research (0.177), history (0.147), public (0.123), design history (0.114), design industry (0.082)

Important TF-IDF terms extracted from non-relevant documents:
graphic design (0.144), creativity (0.096), education (0.081), diversity (0.081), students (0.079)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
df24a211285559b6e15848444e8636a4,contrastive,bio synthesis and regulation,"{'rel': ['302988789', '160180629', '308446248'], 'non_rel': ['304979255', '310676619', '6939541', '302158813']}","{'rel': 'polyp (0.132), organic (0.110), bio organic (0.110), protein (0.095), based (0.093)', 'non_rel': 'eif (0.103), cuo (0.078), p67 (0.077), stress (0.075), protein synthesis (0.071)'}","Search query:
bio synthesis and regulation

Important TF-IDF terms extracted from pseudo-relevant documents:
polyp (0.132), organic (0.110), bio organic (0.110), protein (0.095), based (0.093)

Important TF-IDF terms extracted from non-relevant documents:
eif (0.103), cuo (0.078), p67 (0.077), stress (0.075), protein synthesis (0.071)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
8e23ebe4f08a48825befb7b5f565a0a5,contrastive,hydrogen evolution reaction,"{'rel': ['80211110', '143545400', '11728136'], 'non_rel': ['63554427', '156481886', '5184432', '292481038']}","{'rel': 'storage (0.115), water (0.103), tio2 (0.093), layered (0.084), layer (0.084)', 'non_rel': 'carbon (0.092), phosphate (0.087), mxene (0.080), monel k500 (0.077), k500 (0.077)'}","Search query:
hydrogen evolution reaction

Important TF-IDF terms extracted from pseudo-relevant documents:
storage (0.115), water (0.103), tio2 (0.093), layered (0.084), layer (0.084)

Important TF-IDF terms extracted from non-relevant documents:
carbon (0.092), phosphate (0.087), mxene (0.080), monel k500 (0.077), k500 (0.077)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
2e9bc31b76b5c3a18da0ba5a0e9e9852,contrastive,What role should personality measures play alongside biochemical indicators when inferring historical brain injury,"{'rel': ['8786965', '289553750', '287881434'], 'non_rel': ['303373088', '302944833', '301848463', '302989458']}","{'rel': 'iri (0.162), carers (0.114), tbi (0.095), scb (0.089), brain injury (0.084)', 'non_rel': 'aqp4 (0.101), assumptions (0.094), edema (0.079), nerves (0.073), models (0.070)'}","Search query:
What role should personality measures play alongside biochemical indicators when inferring historical brain injury

Important TF-IDF terms extracted from pseudo-relevant documents:
iri (0.162), carers (0.114), tbi (0.095), scb (0.089), brain injury (0.084)

Important TF-IDF terms extracted from non-relevant documents:
aqp4 (0.101), assumptions (0.094), edema (0.079), nerves (0.073), models (0.070)

Use the pseudo-relevant terms as positive evidence for the topic. Use the non-relevant terms as contrastive evidence, meaning they indicate what the topic should avoid."
